time,timestamp,predicted_load,actual_load,forecast_error,pods_before,pods_after,scaling_action,reason,cpu_utilization,sla_breached_before,scenario,strategy
41,41,479.220454044139,393.0,-86.22045404413899,10,10,0,utilization=47.92%,0.479220454044139,False,PREDICTED_15M,REACTIVE
42,42,422.2176522615696,336.0,-86.21765226156958,10,10,0,utilization=42.22%,0.4222176522615696,False,PREDICTED_15M,REACTIVE
43,43,411.88384238000174,403.0,-8.883842380001738,10,10,0,utilization=41.19%,0.41188384238000175,False,PREDICTED_15M,REACTIVE
44,44,382.6519486293752,443.0,60.34805137062477,10,10,0,utilization=38.27%,0.38265194862937524,False,PREDICTED_15M,REACTIVE
45,45,410.52514071498814,412.0,1.4748592850118598,10,10,0,utilization=41.05%,0.41052514071498813,False,PREDICTED_15M,REACTIVE
46,46,380.3695669063591,307.0,-73.36956690635913,10,10,0,utilization=38.04%,0.38036956690635915,False,PREDICTED_15M,REACTIVE
47,47,396.9246906513768,334.0,-62.92469065137681,10,10,0,utilization=39.69%,0.3969246906513768,False,PREDICTED_15M,REACTIVE
48,48,347.755413864827,190.0,-157.755413864827,10,10,0,utilization=34.78%,0.347755413864827,False,PREDICTED_15M,REACTIVE
49,49,300.88897237351205,321.0,20.111027626487957,10,10,0,utilization=30.09%,0.30088897237351203,False,PREDICTED_15M,REACTIVE
50,50,342.26153798653576,286.0,-56.26153798653576,10,10,0,utilization=34.23%,0.34226153798653575,False,PREDICTED_15M,REACTIVE
51,51,318.3007343617628,289.0,-29.300734361762807,10,10,0,utilization=31.83%,0.3183007343617628,False,PREDICTED_15M,REACTIVE
52,52,292.7187865530002,278.0,-14.7187865530002,10,9,-1,utilization=29.27%,0.32524309617000025,False,PREDICTED_15M,REACTIVE
53,53,293.8209983160891,356.0,62.17900168391088,9,9,0,utilization=32.65%,0.3264677759067657,False,PREDICTED_15M,REACTIVE
54,54,298.5636556459726,244.0,-54.563655645972574,9,9,0,utilization=33.17%,0.33173739516219175,False,PREDICTED_15M,REACTIVE
55,55,284.58504511480135,277.0,-7.585045114801346,9,9,0,utilization=31.62%,0.3162056056831126,False,PREDICTED_15M,REACTIVE
56,56,301.67666125139993,244.0,-57.676661251399935,9,9,0,utilization=33.52%,0.3351962902793333,False,PREDICTED_15M,REACTIVE
57,57,284.61976651744027,313.0,28.38023348255973,9,9,0,utilization=31.62%,0.31624418501937807,False,PREDICTED_15M,REACTIVE
58,58,280.84337537325933,264.0,-16.843375373259335,9,9,0,utilization=31.20%,0.31204819485917706,False,PREDICTED_15M,REACTIVE
59,59,282.4812446116415,286.0,3.5187553883585,9,9,0,utilization=31.39%,0.31386804956849057,False,PREDICTED_15M,REACTIVE
60,60,277.0209517662119,254.0,-23.02095176621191,9,9,0,utilization=30.78%,0.30780105751801323,False,PREDICTED_15M,REACTIVE
61,61,275.9537843243873,189.0,-86.9537843243873,9,9,0,utilization=30.66%,0.3066153159159859,False,PREDICTED_15M,REACTIVE
62,62,266.0896218229305,251.0,-15.089621822930496,9,8,-1,utilization=29.57%,0.3326120272786631,False,PREDICTED_15M,REACTIVE
63,63,274.1714274798783,208.0,-66.17142747987828,8,8,0,utilization=34.27%,0.34271428434984785,False,PREDICTED_15M,REACTIVE
64,64,263.00520433561394,215.0,-48.00520433561394,8,8,0,utilization=32.88%,0.3287565054195174,False,PREDICTED_15M,REACTIVE
65,65,266.1141266040677,240.0,-26.11412660406768,8,8,0,utilization=33.26%,0.3326426582550846,False,PREDICTED_15M,REACTIVE
66,66,272.8092504346631,281.0,8.190749565336887,8,8,0,utilization=34.10%,0.3410115630433289,False,PREDICTED_15M,REACTIVE
67,67,277.7723273142515,193.0,-84.77232731425153,8,8,0,utilization=34.72%,0.3472154091428144,False,PREDICTED_15M,REACTIVE
68,68,291.04986191129314,323.0,31.950138088706865,8,8,0,utilization=36.38%,0.3638123273891164,False,PREDICTED_15M,REACTIVE
69,69,308.1947849065673,370.0,61.80521509343265,8,8,0,utilization=38.52%,0.3852434811332091,False,PREDICTED_15M,REACTIVE
70,70,313.45299079476325,320.0,6.547009205236748,8,8,0,utilization=39.18%,0.39181623849345404,False,PREDICTED_15M,REACTIVE
71,71,306.7462658282483,337.0,30.25373417175172,8,8,0,utilization=38.34%,0.38343283228531033,False,PREDICTED_15M,REACTIVE
72,72,422.3264259126972,318.0,-104.32642591269718,8,8,0,utilization=52.79%,0.5279080323908715,False,PREDICTED_15M,REACTIVE
73,73,391.632224976905,433.0,41.36777502309496,8,8,0,utilization=48.95%,0.48954028122113125,False,PREDICTED_15M,REACTIVE
74,74,505.7471384185869,480.0,-25.74713841858693,8,8,0,utilization=63.22%,0.6321839230232337,False,PREDICTED_15M,REACTIVE
75,75,529.8185263387118,492.0,-37.81852633871176,8,8,0,utilization=66.23%,0.6622731579233897,False,PREDICTED_15M,REACTIVE
76,76,574.132323354379,592.0,17.86767664562103,8,9,1,utilization=71.77%,0.6379248037270877,False,PREDICTED_15M,REACTIVE
77,77,639.4550412791547,650.0,10.54495872084533,9,9,0,utilization=71.05%,0.7105056014212829,False,PREDICTED_15M,REACTIVE
78,78,676.2869646937456,719.0,42.71303530625437,9,9,0,utilization=75.14%,0.7514299607708285,False,PREDICTED_15M,REACTIVE
79,79,750.1564089401421,685.0,-65.15640894014211,9,9,0,utilization=83.35%,0.8335071210446023,False,PREDICTED_15M,REACTIVE
80,80,748.5035816043687,672.0,-76.50358160436872,9,9,0,utilization=83.17%,0.8316706462270763,False,PREDICTED_15M,REACTIVE
81,81,817.0116799283232,711.0,-106.01167992832325,9,9,0,utilization=90.78%,0.9077907554759147,False,PREDICTED_15M,REACTIVE
82,82,789.7009236827288,621.0,-168.7009236827288,9,10,1,utilization=87.74%,0.7897009236827288,False,PREDICTED_15M,REACTIVE
83,83,734.0753889787852,832.0,97.9246110212148,10,10,0,utilization=73.41%,0.7340753889787852,False,PREDICTED_15M,REACTIVE
84,84,835.6930860159805,611.0,-224.6930860159805,10,10,0,utilization=83.57%,0.8356930860159805,False,PREDICTED_15M,REACTIVE
85,85,685.557293291508,686.0,0.4427067084919827,10,10,0,utilization=68.56%,0.685557293291508,False,PREDICTED_15M,REACTIVE
86,86,820.0224488274073,815.0,-5.022448827407288,10,10,0,utilization=82.00%,0.8200224488274073,False,PREDICTED_15M,REACTIVE
87,87,854.5878525787842,739.0,-115.58785257878424,10,10,0,utilization=85.46%,0.8545878525787842,False,PREDICTED_15M,REACTIVE
88,88,870.9483376747783,1027.0,156.05166232522174,10,11,1,utilization=87.09%,0.7917712160679803,False,PREDICTED_15M,REACTIVE
89,89,1020.6736739243572,769.0,-251.6736739243572,11,11,0,utilization=92.79%,0.927885158113052,False,PREDICTED_15M,REACTIVE
90,90,919.303722718322,1201.0,281.6962772816779,11,11,0,utilization=83.57%,0.8357306570166564,False,PREDICTED_15M,REACTIVE
91,91,1106.1601740476958,663.0,-443.1601740476958,11,11,0,utilization=100.56%,1.0056001582251781,True,PREDICTED_15M,REACTIVE
92,92,837.4357284002633,1013.0,175.56427159973668,11,11,0,utilization=76.13%,0.761305207636603,False,PREDICTED_15M,REACTIVE
93,93,995.1177028092272,1192.0,196.8822971907728,11,11,0,utilization=90.47%,0.9046524570992975,False,PREDICTED_15M,REACTIVE
94,94,1102.298100171724,1171.0,68.70189982827605,11,12,1,utilization=100.21%,0.9185817501431033,True,PREDICTED_15M,REACTIVE
95,95,1096.6764592597865,1040.0,-56.6764592597865,12,12,0,utilization=91.39%,0.9138970493831554,False,PREDICTED_15M,REACTIVE
96,96,1060.4759823767515,971.0,-89.47598237675174,12,12,0,utilization=88.37%,0.8837299853139596,False,PREDICTED_15M,REACTIVE
97,97,990.058852999904,1189.0,198.94114700009595,12,12,0,utilization=82.50%,0.8250490441665868,False,PREDICTED_15M,REACTIVE
98,98,1083.05490246184,1030.0,-53.05490246184013,12,12,0,utilization=90.25%,0.9025457520515332,False,PREDICTED_15M,REACTIVE
99,99,1075.1212920545893,1143.0,67.87870794541072,12,12,0,utilization=89.59%,0.895934410045491,False,PREDICTED_15M,REACTIVE
100,100,1131.357941645739,1082.0,-49.35794164573895,12,13,1,utilization=94.28%,0.8702753397274915,False,PREDICTED_15M,REACTIVE
101,101,1131.6112999794034,987.0,-144.61129997940338,13,13,0,utilization=87.05%,0.8704702307533873,False,PREDICTED_15M,REACTIVE
102,102,1024.7690941317303,876.0,-148.76909413173053,13,13,0,utilization=78.83%,0.7882839185628695,False,PREDICTED_15M,REACTIVE
103,103,966.75603856384,1000.0,33.243961436160134,13,13,0,utilization=74.37%,0.7436584912029538,False,PREDICTED_15M,REACTIVE
104,104,1035.230551034491,1018.0,-17.230551034491327,13,13,0,utilization=79.63%,0.7963311931034547,False,PREDICTED_15M,REACTIVE
105,105,1046.454978452601,938.0,-108.45497845260093,13,13,0,utilization=80.50%,0.8049653680404623,False,PREDICTED_15M,REACTIVE
106,106,1003.2316350707994,1071.0,67.76836492920063,13,14,1,utilization=77.17%,0.716594025050571,False,PREDICTED_15M,REACTIVE
107,107,1108.164745546444,1332.0,223.835254453556,14,14,0,utilization=79.15%,0.7915462468188886,False,PREDICTED_15M,REACTIVE
108,108,1104.2864653117465,1360.0,255.71353468825373,14,14,0,utilization=78.88%,0.7887760466512475,False,PREDICTED_15M,REACTIVE
109,109,1166.2236596329235,1333.0,166.7763403670765,14,14,0,utilization=83.30%,0.8330168997378025,False,PREDICTED_15M,REACTIVE
110,110,1137.5267796381663,1132.0,-5.5267796381663175,14,14,0,utilization=81.25%,0.8125191283129759,False,PREDICTED_15M,REACTIVE
111,111,1060.9808579989897,737.0,-323.9808579989897,14,14,0,utilization=75.78%,0.7578434699992783,False,PREDICTED_15M,REACTIVE
112,112,902.5109272542618,651.0,-251.5109272542618,14,14,0,utilization=64.47%,0.6446506623244727,False,PREDICTED_15M,REACTIVE
113,113,719.6180221536052,749.0,29.38197784639476,14,14,0,utilization=51.40%,0.5140128729668609,False,PREDICTED_15M,REACTIVE
114,114,788.3271164691747,728.0,-60.32711646917471,14,14,0,utilization=56.31%,0.563090797477982,False,PREDICTED_15M,REACTIVE
115,115,762.9968498286659,703.0,-59.99684982866586,14,14,0,utilization=54.50%,0.5449977498776185,False,PREDICTED_15M,REACTIVE
116,116,746.7919464216311,660.0,-86.79194642163111,14,14,0,utilization=53.34%,0.5334228188725937,False,PREDICTED_15M,REACTIVE
117,117,701.1489790079055,655.0,-46.148979007905496,14,14,0,utilization=50.08%,0.5008206992913611,False,PREDICTED_15M,REACTIVE
118,118,659.1744842681028,586.0,-73.17448426810279,14,14,0,utilization=47.08%,0.4708389173343591,False,PREDICTED_15M,REACTIVE
119,119,639.994365040686,552.0,-87.99436504068603,14,14,0,utilization=45.71%,0.4571388321719186,False,PREDICTED_15M,REACTIVE
120,120,566.6808388656259,559.0,-7.680838865625901,14,14,0,utilization=40.48%,0.40477202776116133,False,PREDICTED_15M,REACTIVE
121,121,580.0734859661296,519.0,-61.07348596612962,14,14,0,utilization=41.43%,0.4143382042615212,False,PREDICTED_15M,REACTIVE
122,122,562.4295430263181,529.0,-33.42954302631813,14,14,0,utilization=40.17%,0.40173538787594154,False,PREDICTED_15M,REACTIVE
123,123,551.7205969969832,592.0,40.2794030030168,14,14,0,utilization=39.41%,0.3940861407121309,False,PREDICTED_15M,REACTIVE
124,124,584.1201241604653,635.0,50.87987583953475,14,14,0,utilization=41.72%,0.417228660114618,False,PREDICTED_15M,REACTIVE
125,125,602.2743468903693,487.0,-115.27434689036932,14,14,0,utilization=43.02%,0.4301959620645495,False,PREDICTED_15M,REACTIVE
126,126,548.8309702775455,557.0,8.169029722454525,14,14,0,utilization=39.20%,0.3920221216268182,False,PREDICTED_15M,REACTIVE
127,127,564.386598263735,464.0,-100.38659826373498,14,14,0,utilization=40.31%,0.4031332844740964,False,PREDICTED_15M,REACTIVE
128,128,535.1634692240561,363.0,-172.16346922405614,14,14,0,utilization=38.23%,0.3822596208743258,False,PREDICTED_15M,REACTIVE
129,129,464.96077658813226,292.0,-172.96077658813226,14,14,0,utilization=33.21%,0.3321148404200945,False,PREDICTED_15M,REACTIVE
130,130,410.01396367438247,309.0,-101.01396367438248,14,13,-1,utilization=29.29%,0.3153953566726019,False,PREDICTED_15M,REACTIVE
131,131,436.092777025722,364.0,-72.092777025722,13,13,0,utilization=33.55%,0.3354559823274785,False,PREDICTED_15M,REACTIVE
132,132,403.21957739620507,409.0,5.780422603794932,13,13,0,utilization=31.02%,0.31016890568938854,False,PREDICTED_15M,REACTIVE
133,133,442.2547220277483,455.0,12.7452779722517,13,13,0,utilization=34.02%,0.34019594002134484,False,PREDICTED_15M,REACTIVE
134,134,471.8048579906991,447.0,-24.80485799069908,13,13,0,utilization=36.29%,0.3629268138389993,False,PREDICTED_15M,REACTIVE
135,135,460.6941383327989,538.0,77.30586166720116,13,13,0,utilization=35.44%,0.3543801064098453,False,PREDICTED_15M,REACTIVE
136,136,463.4906023513466,504.0,40.50939764865336,13,13,0,utilization=35.65%,0.35653123257795893,False,PREDICTED_15M,REACTIVE
137,137,476.0874771872064,412.0,-64.08747718720639,13,13,0,utilization=36.62%,0.3662211362978511,False,PREDICTED_15M,REACTIVE
138,138,419.3164767175765,506.0,86.6835232824235,13,13,0,utilization=32.26%,0.3225511359365973,False,PREDICTED_15M,REACTIVE
139,139,457.159475117728,363.0,-94.159475117728,13,13,0,utilization=35.17%,0.3516611347059446,False,PREDICTED_15M,REACTIVE
140,140,379.0311660149091,394.0,14.968833985090896,13,12,-1,utilization=29.16%,0.31585930501242426,False,PREDICTED_15M,REACTIVE
141,141,391.57553485000057,244.0,-147.57553485000057,12,12,0,utilization=32.63%,0.3263129457083338,False,PREDICTED_15M,REACTIVE
142,142,323.73295457583964,425.0,101.26704542416036,12,12,0,utilization=26.98%,0.26977746214653303,False,PREDICTED_15M,REACTIVE
143,143,391.48848611439706,343.0,-48.48848611439706,12,12,0,utilization=32.62%,0.32624040509533087,False,PREDICTED_15M,REACTIVE
144,144,317.2501768307739,304.0,-13.25017683077391,12,12,0,utilization=26.44%,0.26437514735897827,False,PREDICTED_15M,REACTIVE
145,145,353.2927544643223,322.0,-31.29275446432229,12,12,0,utilization=29.44%,0.2944106287202686,False,PREDICTED_15M,REACTIVE
146,146,339.70645692348364,246.0,-93.70645692348364,12,11,-1,utilization=28.31%,0.3088240517486215,False,PREDICTED_15M,REACTIVE
147,147,296.86114631655425,191.0,-105.86114631655424,11,11,0,utilization=26.99%,0.2698737693786857,False,PREDICTED_15M,REACTIVE
148,148,250.18159138644413,193.0,-57.18159138644416,11,11,0,utilization=22.74%,0.22743781035131283,False,PREDICTED_15M,REACTIVE
149,149,252.88923268529797,182.0,-70.88923268529794,11,11,0,utilization=22.99%,0.22989930244117998,False,PREDICTED_15M,REACTIVE
150,150,245.0432560778411,240.0,-5.043256077841107,11,11,0,utilization=22.28%,0.222766596434401,False,PREDICTED_15M,REACTIVE
151,151,266.1441022816524,245.0,-21.14410228165241,11,11,0,utilization=24.19%,0.24194918389241127,False,PREDICTED_15M,REACTIVE
152,152,267.2276385881522,206.0,-61.22763858815222,11,10,-1,utilization=24.29%,0.26722763858815224,False,PREDICTED_15M,REACTIVE
153,153,248.7774994775664,165.0,-83.77749947756638,10,10,0,utilization=24.88%,0.24877749947756642,False,PREDICTED_15M,REACTIVE
154,154,241.7984204392648,196.0,-45.79842043926476,10,10,0,utilization=24.18%,0.24179842043926478,False,PREDICTED_15M,REACTIVE
155,155,246.0542348169877,102.0,-144.0542348169877,10,10,0,utilization=24.61%,0.2460542348169877,False,PREDICTED_15M,REACTIVE
156,156,206.3974439121461,138.0,-68.39744391214606,10,10,0,utilization=20.64%,0.2063974439121461,False,PREDICTED_15M,REACTIVE
157,157,206.276536016928,145.0,-61.27653601692796,10,10,0,utilization=20.63%,0.206276536016928,False,PREDICTED_15M,REACTIVE
158,158,207.25893267382023,159.0,-48.25893267382023,10,9,-1,utilization=20.73%,0.23028770297091136,False,PREDICTED_15M,REACTIVE
159,159,215.1186110002625,150.0,-65.11861100026249,9,9,0,utilization=23.90%,0.23902067888918055,False,PREDICTED_15M,REACTIVE
160,160,215.6943643566344,169.0,-46.69436435663437,9,9,0,utilization=23.97%,0.2396604048407049,False,PREDICTED_15M,REACTIVE
161,161,220.27602105549437,104.0,-116.27602105549434,9,9,0,utilization=24.48%,0.24475113450610486,False,PREDICTED_15M,REACTIVE
162,162,199.74326814458064,182.0,-17.74326814458064,9,9,0,utilization=22.19%,0.2219369646050896,False,PREDICTED_15M,REACTIVE
163,163,222.6452960614444,179.0,-43.64529606144441,9,9,0,utilization=24.74%,0.2473836622904938,False,PREDICTED_15M,REACTIVE
164,164,224.13143386164137,197.0,-27.13143386164137,9,8,-1,utilization=24.90%,0.2801642923270517,False,PREDICTED_15M,REACTIVE
165,165,219.61276600064485,228.0,8.387233999355146,8,8,0,utilization=27.45%,0.27451595750080604,False,PREDICTED_15M,REACTIVE
166,166,236.2900716344172,264.0,27.70992836558284,8,8,0,utilization=29.54%,0.29536258954302147,False,PREDICTED_15M,REACTIVE
167,167,254.9928069259221,211.0,-43.99280692592214,8,8,0,utilization=31.87%,0.3187410086574026,False,PREDICTED_15M,REACTIVE
168,168,267.977232575313,199.0,-68.977232575313,8,8,0,utilization=33.50%,0.33497154071914126,False,PREDICTED_15M,REACTIVE
169,169,282.03440888959403,337.0,54.96559111040597,8,8,0,utilization=35.25%,0.35254301111199254,False,PREDICTED_15M,REACTIVE
170,170,353.77261077846475,323.0,-30.772610778464752,8,8,0,utilization=44.22%,0.44221576347308095,False,PREDICTED_15M,REACTIVE
171,171,341.7650171639875,603.0,261.2349828360125,8,8,0,utilization=42.72%,0.4272062714549844,False,PREDICTED_15M,REACTIVE
172,172,628.5272298751524,477.0,-151.52722987515244,8,9,1,utilization=78.57%,0.6983635887501694,False,PREDICTED_15M,REACTIVE
173,173,525.4120438498699,663.0,137.58795615013014,9,9,0,utilization=58.38%,0.5837911598331887,False,PREDICTED_15M,REACTIVE
174,174,684.5569032671048,590.0,-94.55690326710476,9,9,0,utilization=76.06%,0.7606187814078942,False,PREDICTED_15M,REACTIVE
175,175,653.2475467163628,758.0,104.75245328363724,9,9,0,utilization=72.58%,0.7258306074626253,False,PREDICTED_15M,REACTIVE
176,176,786.6043147951764,746.0,-40.60431479517638,9,9,0,utilization=87.40%,0.8740047942168626,False,PREDICTED_15M,REACTIVE
177,177,767.556234957582,810.0,42.44376504241802,9,9,0,utilization=85.28%,0.8528402610639799,False,PREDICTED_15M,REACTIVE
178,178,829.670414310309,628.0,-201.67041431030896,9,10,1,utilization=92.19%,0.829670414310309,False,PREDICTED_15M,REACTIVE
179,179,764.7030022311045,594.0,-170.7030022311045,10,10,0,utilization=76.47%,0.7647030022311045,False,PREDICTED_15M,REACTIVE
180,180,719.9097152963639,775.0,55.090284703636144,10,10,0,utilization=71.99%,0.7199097152963638,False,PREDICTED_15M,REACTIVE
181,181,832.7168429175836,836.0,3.2831570824164373,10,10,0,utilization=83.27%,0.8327168429175835,False,PREDICTED_15M,REACTIVE
182,182,849.5596921306642,996.0,146.4403078693358,10,10,0,utilization=84.96%,0.8495596921306642,False,PREDICTED_15M,REACTIVE
183,183,897.6765374739156,1221.0,323.3234625260844,10,10,0,utilization=89.77%,0.8976765374739156,False,PREDICTED_15M,REACTIVE
184,184,1116.3299556371155,977.0,-139.32995563711577,10,11,1,utilization=111.63%,1.0148454142155596,True,PREDICTED_15M,REACTIVE
185,185,963.5307702507516,1018.0,54.46922974924826,11,11,0,utilization=87.59%,0.8759370638643197,False,PREDICTED_15M,REACTIVE
186,186,979.308212468951,872.0,-107.30821246895096,11,11,0,utilization=89.03%,0.8902801931535917,False,PREDICTED_15M,REACTIVE
187,187,984.9611947111686,1034.0,49.03880528883144,11,11,0,utilization=89.54%,0.8954192679192442,False,PREDICTED_15M,REACTIVE
188,188,1111.0521772061495,1003.0,-108.05217720614952,11,11,0,utilization=101.00%,1.0100474338237724,True,PREDICTED_15M,REACTIVE
189,189,1028.1491386092548,981.0,-47.149138609254805,11,11,0,utilization=93.47%,0.9346810350993225,False,PREDICTED_15M,REACTIVE
190,190,1049.1005022588663,1075.0,25.899497741133477,11,12,1,utilization=95.37%,0.8742504185490553,False,PREDICTED_15M,REACTIVE
191,191,1114.8896427074085,1193.0,78.11035729259152,12,12,0,utilization=92.91%,0.9290747022561737,False,PREDICTED_15M,REACTIVE
192,192,1072.6051359560977,1080.0,7.3948640439023166,12,12,0,utilization=89.38%,0.893837613296748,False,PREDICTED_15M,REACTIVE
193,193,1084.3149710406758,693.0,-391.3149710406758,12,12,0,utilization=90.36%,0.9035958092005631,False,PREDICTED_15M,REACTIVE
194,194,871.4655201382462,514.0,-357.46552013824623,12,12,0,utilization=72.62%,0.7262212667818718,False,PREDICTED_15M,REACTIVE
195,195,705.7507735443929,422.0,-283.7507735443929,12,12,0,utilization=58.81%,0.5881256446203275,False,PREDICTED_15M,REACTIVE
196,196,606.7731533738832,381.0,-225.77315337388325,12,12,0,utilization=50.56%,0.505644294478236,False,PREDICTED_15M,REACTIVE
197,197,515.6405005793983,899.0,383.3594994206017,12,12,0,utilization=42.97%,0.42970041714949864,False,PREDICTED_15M,REACTIVE
198,198,878.2432331439304,321.0,-557.2432331439304,12,13,1,utilization=73.19%,0.6755717178030234,False,PREDICTED_15M,REACTIVE
199,199,472.503190514246,993.0,520.496809485754,13,13,0,utilization=36.35%,0.3634639927032662,False,PREDICTED_15M,REACTIVE
200,200,962.5965882987643,860.0,-102.59658829876436,13,13,0,utilization=74.05%,0.7404589140759725,False,PREDICTED_15M,REACTIVE
201,201,804.0146221873514,1054.0,249.9853778126486,13,13,0,utilization=61.85%,0.6184727862979627,False,PREDICTED_15M,REACTIVE
202,202,1024.3387085513496,1214.0,189.66129144865045,13,13,0,utilization=78.80%,0.7879528527318074,False,PREDICTED_15M,REACTIVE
203,203,1102.518804675365,964.0,-138.51880467536466,13,13,0,utilization=84.81%,0.8480913882118192,False,PREDICTED_15M,REACTIVE
