time,timestamp,predicted_load,actual_load,forecast_error,pods_before,pods_after,scaling_action,reason,cpu_utilization,sla_breached_before,scenario,strategy
123,123,152.74617431933973,146.0,-6.74617431933973,4,4,0,utilization=38.19%,0.3818654357983493,False,PREDICTED_5M,REACTIVE
124,124,147.40586715719252,134.0,-13.405867157192516,4,4,0,utilization=36.85%,0.3685146678929813,False,PREDICTED_5M,REACTIVE
125,125,137.3035725624375,113.0,-24.30357256243749,4,4,0,utilization=34.33%,0.34325893140609376,False,PREDICTED_5M,REACTIVE
126,126,133.03975768867235,90.0,-43.03975768867235,4,4,0,utilization=33.26%,0.3325993942216809,False,PREDICTED_5M,REACTIVE
127,127,123.7035991982766,127.0,3.2964008017233937,4,4,0,utilization=30.93%,0.3092589979956915,False,PREDICTED_5M,REACTIVE
128,128,126.81924202763032,119.0,-7.819242027630324,4,4,0,utilization=31.70%,0.3170481050690758,False,PREDICTED_5M,REACTIVE
129,129,125.63588901840409,128.0,2.364110981595914,4,4,0,utilization=31.41%,0.3140897225460102,False,PREDICTED_5M,REACTIVE
130,130,139.81738549538645,137.0,-2.8173854953864463,4,4,0,utilization=34.95%,0.3495434637384661,False,PREDICTED_5M,REACTIVE
131,131,132.88771137490295,138.0,5.112288625097051,4,4,0,utilization=33.22%,0.33221927843725735,False,PREDICTED_5M,REACTIVE
132,132,129.82342315259078,210.0,80.17657684740922,4,4,0,utilization=32.46%,0.3245585578814769,False,PREDICTED_5M,REACTIVE
133,133,163.40196678627757,125.0,-38.40196678627757,4,4,0,utilization=40.85%,0.4085049169656939,False,PREDICTED_5M,REACTIVE
134,134,125.03407805956616,108.0,-17.034078059566156,4,4,0,utilization=31.26%,0.31258519514891536,False,PREDICTED_5M,REACTIVE
135,135,128.03360163786374,172.0,43.96639836213626,4,4,0,utilization=32.01%,0.32008400409465937,False,PREDICTED_5M,REACTIVE
136,136,141.42339088039745,130.0,-11.423390880397449,4,4,0,utilization=35.36%,0.35355847720099365,False,PREDICTED_5M,REACTIVE
137,137,126.73258769306568,110.0,-16.732587693065668,4,4,0,utilization=31.68%,0.3168314692326642,False,PREDICTED_5M,REACTIVE
138,138,122.03071726152672,98.0,-24.03071726152672,4,4,0,utilization=30.51%,0.3050767931538168,False,PREDICTED_5M,REACTIVE
139,139,123.07886399647184,107.0,-16.07886399647184,4,4,0,utilization=30.77%,0.3076971599911796,False,PREDICTED_5M,REACTIVE
140,140,121.0976720818812,102.0,-19.09767208188121,4,4,0,utilization=30.27%,0.302744180204703,False,PREDICTED_5M,REACTIVE
141,141,120.7702129604541,122.0,1.2297870395458972,4,4,0,utilization=30.19%,0.30192553240113523,False,PREDICTED_5M,REACTIVE
142,142,125.06895098506406,119.0,-6.068950985064063,4,4,0,utilization=31.27%,0.31267237746266013,False,PREDICTED_5M,REACTIVE
143,143,125.7608409212327,93.0,-32.7608409212327,4,4,0,utilization=31.44%,0.31440210230308174,False,PREDICTED_5M,REACTIVE
144,144,117.20950527224828,66.0,-51.20950527224828,4,3,-1,utilization=29.30%,0.3906983509074943,False,PREDICTED_5M,REACTIVE
145,145,94.4453902714598,51.0,-43.445390271459786,3,3,0,utilization=31.48%,0.3148179675715327,False,PREDICTED_5M,REACTIVE
146,146,93.90809507723888,73.0,-20.90809507723887,3,3,0,utilization=31.30%,0.3130269835907963,False,PREDICTED_5M,REACTIVE
147,147,92.70031107953444,84.0,-8.70031107953443,3,3,0,utilization=30.90%,0.3090010369317815,False,PREDICTED_5M,REACTIVE
148,148,94.37779186039052,90.0,-4.377791860390531,3,3,0,utilization=31.46%,0.31459263953463507,False,PREDICTED_5M,REACTIVE
149,149,96.5539138223821,147.0,50.4460861776179,3,3,0,utilization=32.18%,0.3218463794079403,False,PREDICTED_5M,REACTIVE
150,150,110.15712447797468,144.0,33.84287552202531,3,3,0,utilization=36.72%,0.3671904149265823,False,PREDICTED_5M,REACTIVE
151,151,111.10735825434736,53.0,-58.10735825434735,3,3,0,utilization=37.04%,0.3703578608478245,False,PREDICTED_5M,REACTIVE
152,152,84.5684492767698,89.0,4.4315507232302025,3,2,-1,utilization=28.19%,0.422842246383849,False,PREDICTED_5M,REACTIVE
153,153,97.84079208478632,135.0,37.15920791521367,2,2,0,utilization=48.92%,0.48920396042393155,False,PREDICTED_5M,REACTIVE
154,154,108.81191777000532,72.0,-36.81191777000531,2,2,0,utilization=54.41%,0.5440595888500266,False,PREDICTED_5M,REACTIVE
155,155,87.11637186658795,82.0,-5.116371866587954,2,2,0,utilization=43.56%,0.43558185933293975,False,PREDICTED_5M,REACTIVE
156,156,90.79758324308833,93.0,2.2024167569116884,2,2,0,utilization=45.40%,0.45398791621544166,False,PREDICTED_5M,REACTIVE
157,157,93.22206239952244,83.0,-10.222062399522429,2,2,0,utilization=46.61%,0.4661103119976122,False,PREDICTED_5M,REACTIVE
158,158,90.73752046705158,102.0,11.26247953294842,2,2,0,utilization=45.37%,0.4536876023352579,False,PREDICTED_5M,REACTIVE
159,159,98.54270095838658,121.0,22.457299041613425,2,2,0,utilization=49.27%,0.4927135047919329,False,PREDICTED_5M,REACTIVE
160,160,99.70024956072984,128.0,28.29975043927017,2,2,0,utilization=49.85%,0.49850124780364924,False,PREDICTED_5M,REACTIVE
161,161,104.74134370905172,107.0,2.258656290948281,2,2,0,utilization=52.37%,0.5237067185452586,False,PREDICTED_5M,REACTIVE
162,162,103.41549045102772,121.0,17.584509548972278,2,2,0,utilization=51.71%,0.5170774522551386,False,PREDICTED_5M,REACTIVE
163,163,103.23725708207164,78.0,-25.23725708207165,2,2,0,utilization=51.62%,0.5161862854103582,False,PREDICTED_5M,REACTIVE
164,164,92.39249254306876,45.0,-47.39249254306877,2,2,0,utilization=46.20%,0.4619624627153438,False,PREDICTED_5M,REACTIVE
165,165,83.28835971251938,75.0,-8.28835971251938,2,2,0,utilization=41.64%,0.4164417985625969,False,PREDICTED_5M,REACTIVE
166,166,83.60997488990563,99.0,15.39002511009437,2,2,0,utilization=41.80%,0.4180498744495281,False,PREDICTED_5M,REACTIVE
167,167,94.09110266217064,103.0,8.908897337829373,2,2,0,utilization=47.05%,0.4704555133108532,False,PREDICTED_5M,REACTIVE
168,168,99.08923943525215,72.0,-27.089239435252157,2,2,0,utilization=49.54%,0.49544619717626076,False,PREDICTED_5M,REACTIVE
169,169,84.509094783796,41.0,-43.509094783796,2,2,0,utilization=42.25%,0.42254547391898,False,PREDICTED_5M,REACTIVE
170,170,80.24384842760587,131.0,50.75615157239413,2,2,0,utilization=40.12%,0.40121924213802934,False,PREDICTED_5M,REACTIVE
171,171,98.83230171775512,136.0,37.167698282244885,2,2,0,utilization=49.42%,0.49416150858877556,False,PREDICTED_5M,REACTIVE
172,172,100.74058511960804,86.0,-14.740585119608028,2,2,0,utilization=50.37%,0.5037029255980402,False,PREDICTED_5M,REACTIVE
173,173,91.7223106433404,91.0,-0.722310643340407,2,2,0,utilization=45.86%,0.45861155321670205,False,PREDICTED_5M,REACTIVE
174,174,92.5320330992769,66.0,-26.5320330992769,2,2,0,utilization=46.27%,0.4626601654963845,False,PREDICTED_5M,REACTIVE
175,175,81.50321422844178,78.0,-3.5032142284417773,2,2,0,utilization=40.75%,0.4075160711422089,False,PREDICTED_5M,REACTIVE
176,176,85.7109469570314,120.0,34.289053042968604,2,2,0,utilization=42.86%,0.428554734785157,False,PREDICTED_5M,REACTIVE
177,177,98.26788727051655,75.0,-23.267887270516567,2,2,0,utilization=49.13%,0.49133943635258276,False,PREDICTED_5M,REACTIVE
178,178,85.5344641278504,87.0,1.4655358721496017,2,2,0,utilization=42.77%,0.427672320639252,False,PREDICTED_5M,REACTIVE
179,179,92.39304529254012,124.0,31.60695470745988,2,2,0,utilization=46.20%,0.4619652264627006,False,PREDICTED_5M,REACTIVE
180,180,97.80446330296996,125.0,27.19553669703005,2,2,0,utilization=48.90%,0.48902231651484984,False,PREDICTED_5M,REACTIVE
181,181,99.43501429278018,50.0,-49.43501429278018,2,2,0,utilization=49.72%,0.4971750714639009,False,PREDICTED_5M,REACTIVE
182,182,83.4318202128274,79.0,-4.431820212827404,2,2,0,utilization=41.72%,0.417159101064137,False,PREDICTED_5M,REACTIVE
183,183,89.02707802119683,74.0,-15.027078021196829,2,2,0,utilization=44.51%,0.44513539010598413,False,PREDICTED_5M,REACTIVE
184,184,77.79236400629361,49.0,-28.79236400629361,2,2,0,utilization=38.90%,0.38896182003146806,False,PREDICTED_5M,REACTIVE
185,185,75.93579174791631,66.0,-9.935791747916312,2,2,0,utilization=37.97%,0.3796789587395816,False,PREDICTED_5M,REACTIVE
186,186,80.47408344781356,98.0,17.525916552186445,2,2,0,utilization=40.24%,0.4023704172390678,False,PREDICTED_5M,REACTIVE
187,187,91.54433368004536,71.0,-20.54433368004537,2,2,0,utilization=45.77%,0.45772166840022677,False,PREDICTED_5M,REACTIVE
188,188,77.65438521087445,82.0,4.345614789125548,2,2,0,utilization=38.83%,0.3882719260543723,False,PREDICTED_5M,REACTIVE
189,189,86.11474423448891,32.0,-54.11474423448891,2,2,0,utilization=43.06%,0.4305737211724445,False,PREDICTED_5M,REACTIVE
190,190,66.85448817363589,50.0,-16.854488173635886,2,2,0,utilization=33.43%,0.3342724408681794,False,PREDICTED_5M,REACTIVE
191,191,76.62509432430414,126.0,49.37490567569586,2,2,0,utilization=38.31%,0.3831254716215207,False,PREDICTED_5M,REACTIVE
192,192,95.99432644668197,73.0,-22.994326446681967,2,2,0,utilization=48.00%,0.47997163223340983,False,PREDICTED_5M,REACTIVE
193,193,77.25784514377374,43.0,-34.257845143773736,2,2,0,utilization=38.63%,0.3862892257188687,False,PREDICTED_5M,REACTIVE
194,194,69.95358625431614,99.0,29.046413745683864,2,2,0,utilization=34.98%,0.3497679312715807,False,PREDICTED_5M,REACTIVE
195,195,86.4085264343287,82.0,-4.4085264343287065,2,2,0,utilization=43.20%,0.4320426321716435,False,PREDICTED_5M,REACTIVE
196,196,82.88035812751221,107.0,24.11964187248779,2,2,0,utilization=41.44%,0.41440179063756105,False,PREDICTED_5M,REACTIVE
197,197,97.0073533220614,51.0,-46.007353322061405,2,2,0,utilization=48.50%,0.48503676661030704,False,PREDICTED_5M,REACTIVE
198,198,78.60766334766832,89.0,10.39233665233168,2,2,0,utilization=39.30%,0.3930383167383416,False,PREDICTED_5M,REACTIVE
199,199,91.22120411453382,86.0,-5.221204114533819,2,2,0,utilization=45.61%,0.4561060205726691,False,PREDICTED_5M,REACTIVE
200,200,88.26539805573584,106.0,17.734601944264156,2,2,0,utilization=44.13%,0.4413269902786792,False,PREDICTED_5M,REACTIVE
201,201,95.29071598134932,84.0,-11.290715981349322,2,2,0,utilization=47.65%,0.47645357990674664,False,PREDICTED_5M,REACTIVE
202,202,86.68378968971487,34.0,-52.68378968971487,2,2,0,utilization=43.34%,0.43341894844857437,False,PREDICTED_5M,REACTIVE
203,203,69.82501658734449,75.0,5.174983412655507,2,2,0,utilization=34.91%,0.34912508293672245,False,PREDICTED_5M,REACTIVE
204,204,85.85720890483465,131.0,45.14279109516535,2,2,0,utilization=42.93%,0.42928604452417324,False,PREDICTED_5M,REACTIVE
